dellignoto, dell'ignoto,
daffitto, d'affitto,
senzabitudine senz'abitudine
daggiustarsi, d'aggiustarsi,
dinsegarsi d'insegarsi
Comè? Com'è?
dajuto? d'ajuto?
Sinteneriva S'inteneriva
Allombra All'ombra
Laria, L'aria,
allammirazione all'ammirazione
comerano, com'erano,
sinduriva s'induriva
sarrendesse s'arrendesse
suniva s'univa
dapoplessia: d'apoplessia:
quellispezione quell'ispezione
lideale. l'ideale.
ventonze. vent'onze.
santanima», sant'anima»,
quandecco: quand'ecco:
dallOsteria dall'Osteria
Loste, L'oste,
alloste all'oste
quellimpresa quell'impresa
dalta d'alta
lItalia!… l'Italia!…
lItalia… l'Italia…
Lilluminazione? L'illuminazione?
laria? l'aria?
quantera quant'era
tascolto. t'ascolto.
mafferra m'afferra
Tavevano T'avevano
sabbiosciò s'abbiosciò
quantè: quant'è:
Quantè? Quant'è?
Nientaffatto! Nient'affatto!
loste; l'oste;
Lira L'ira
Sintese, S'intese,
losservazione l'osservazione
dellassessore dell'assessore
Safferrò S'afferrò
dallospizio, dall'ospizio,
overano ov'erano
allaspra all'aspra
senzaltra senz'altra
tuttoggi? tutt'oggi?
dimpudenza, d'impudenza,
dimpudenza d'impudenza
dimbecillità d'imbecillità
dellimprovvisa dell'improvvisa
lospizio l'ospizio
lincidente l'incidente
devessere, dev'essere,
leccessiva l'eccessiva
daddormentarsi d'addormentarsi
tuttintorno. tutt'intorno.
sallontanava s'allontanava
savviava… s'avviava…
nellarida nell'arida
Lattimo, L'attimo,
Cerano, C'erano,
ventanni. vent'anni.
lusufrutto, l'usufrutto,
dingegno, d'ingegno,
LAmerica? L'America?
LAfrica? L'Africa?
LAsia? L'Asia?
cerano? c'erano?
tuttaltro! tutt'altro!
nellanima. nell'anima.
lamore! l'amore!
Glielavrete Gliel'avrete
mhanno m'hanno
lusufrutto l'usufrutto
comho com'ho
uninfamia un'infamia
dellaccusa; dell'accusa;
centrava; c'entrava;
detà, d'età,
dallonta, dall'onta,
dandarsi d'andarsi
allinteresse, all'interesse,
dellamor dell'amor
uninfamia. un'infamia.
sopponeva s'opponeva
quellimpaccio quell'impaccio
unarte un'arte
Simmaginavano S'immaginavano
dellusufrutto dell'usufrutto
tarrischiare! t'arrischiare!
tarrischi t'arrischi
nandrò n'andrò
limposizione l'imposizione
ducciderti d'ucciderti
dinnamorato, d'innamorato,
daranci d'aranci
unesclamazione, un'esclamazione,
alleroismo all'eroismo
leroe l'eroe
sindigna, s'indigna,
sindigna s'indigna
Safferrò, S'afferrò,
saccasciò s'accasciò
Lansito L'ansito
lispida l'ispida
dangolo. d'angolo.
minvidia m'invidia
uneroica un'eroica
deroismo, d'eroismo,
sopposero s'opposero
dalleroismo dall'eroismo
delleroismo. dell'eroismo.
delleroismo dell'eroismo
dabbandono d'abbandono
labbandono, l'abbandono,
Daccordo! D'accordo!
uneroina; un'eroina;
daccordo! d'accordo!
unesaltazione un'esaltazione
unebbrezza un'ebbrezza
nellaerea nell'aerea
delleroismo? dell'eroismo?
naccorge; n'accorge;
didealità, d'idealità,
quandio quand'io
questultimo. quest'ultimo.
didealità d'idealità
minvase, m'invase,
limpresa l'impresa
«Mentrio «Mentr'io
senzaspettarmi senz'aspettarmi
saffidò s'affidò
maspettasse; m'aspettasse;
sintende!). s'intende!).
lalacrità l'alacrità
leroe, l'eroe,
maccusano m'accusano
dapi d'api
dagrumi d'agrumi
dellinterno dell'interno
Be Be'
Be. Be'.
lamministratore l'amministratore
quellamministrazione quell'amministrazione
quellagiatezza; quell'agiatezza;
dellimmenso dell'immenso
lagiatezza. l'agiatezza.
nellantico nell'antico
dalluno dall'uno
unostia un'ostia
dangoscia d'angoscia
unostia, un'ostia,
trentanni. trent'anni.
Ventanni, Vent'anni,
dellarmadio. dell'armadio.
lespressione l'espressione
questarsura quest'arsura
nellaridità nell'aridità
nellira nell'ira
damministrazione d'amministrazione
saccendevano s'accendevano
glispidi gl'ispidi
quellalito quell'alito
Lalito L'alito
senzaccendere senz'accendere
quanderano quand'erano
quellimbecille quell'imbecille
tuttal tutt'al
lazzurro l'azzurro
savvallavano s'avvallavano
Lignota L'ignota
laccostò l'accostò
overo ov'ero
linfanzia l'infanzia
chesso, ch'esso,
dallora. d'allora.
dinfanzia d'infanzia
comerano? com'erano?
dimpertinente d'impertinente
distintiva d'istintiva
dinsorgere d'insorgere
quellumile quell'umile
Maffrettai M'affrettai
mafferrò, m'afferrò,
minchiodò m'inchiodò
quellubriaco quell'ubriaco
unescursione un'escursione
allamo. all'amo.
maccorgevo m'accorgevo
nafflisse n'afflisse
comero com'ero
minvestí m'investí
daneddoti d'aneddoti
allaffliggente all'affliggente
uninflessione un'inflessione
sinterruppe, s'interruppe,
nero n'ero
dassicurare d'assicurare
sinfocasse. s'infocasse.
taspettano! t'aspettano!
dellaccappatojo; dell'accappatojo;
saccostò, s'accostò,
doveran dov'eran
troppoltre tropp'oltre
unintesa un'intesa
Taccaldi T'accaldi
diciottanni diciott'anni
dellaltra; dell'altra;
De De'
dalga d'alga
dombra d'ombra
dacute d'acute
quellalbero quell'albero
quellimbecille, quell'imbecille,
unarietta un'arietta
savvicinò s'avvicinò
dellultima: dell'ultima:
DAlagna D'Alagna
salzò. s'alzò.
dellinferma, dell'inferma,
dellinferma dell'inferma
DAlagna, D'Alagna,
laltra. l'altra.
dellorecchio. dell'orecchio.
Luccellino L'uccellino
lho! l'ho!
dirrisione, d'irrisione,
dintercalare. d'intercalare.
davvicinarlo. d'avvicinarlo.
quarantore. quarant'ore.
dellanima. dell'anima.
dovabitava, dov'abitava,
lofficina l'officina
allopera! all'opera!
nellantica nell'antica
senzaltari senz'altari
senzimmagini. senz'immagini.
dudire, d'udire,
glimpetrasse gl'impetrasse
Lerba L'erba
nellimmensità nell'immensità
tantacqua… tant'acqua…
quellultima quell'ultima
lagitazione. l'agitazione.
sullentrata. sull'entrata.
dallimminente dall'imminente
Vho V'ho
Vubbidirò! V'ubbidirò!
majuteranno m'ajuteranno
sallargò s'allargò
lofferta l'offerta
dimprecazioni d'imprecazioni
quellombra quell'ombra
dAssise d'Assise
dellaula dell'aula
Lirto L'irto
dellimputato, dell'imputato,
dufficio; d'ufficio;
limputato l'imputato
Quantanni Quant'anni
latteggiamento l'atteggiamento
daccusa; d'accusa;
laula. l'aula.
dellimputato dell'imputato
sattaccavano s'attaccavano
dellassoluzione dell'assoluzione
ladulterio. l'adulterio.
lazione l'azione
quellapparato quell'apparato
quellingranaggio quell'ingranaggio
nellingranaggio nell'ingranaggio
daccetta d'accetta
dellArco dell'Arco
danelli, d'anelli,
delladulterio. dell'adulterio.
daccorrere, d'accorrere,
linterrogatorio. l'interrogatorio.
nellaula, nell'aula,
allilarità all'ilarità
laula! l'aula!
allimputato: all'imputato:
dimbalordire d'imbalordire
laccusato. l'accusato.
centrava, c'entrava,
Linterrogatorio L'interrogatorio
allimputato all'imputato
dellaula. dell'aula.
luditorio, l'uditorio,
limputato. l'imputato.
lintende l'intende
alluomo! all'uomo!
allimprovviso… all'improvviso…
centravo c'entravo
allimputato. all'imputato.
duccello; d'uccello;
lagilità, l'agilità,
quellinverno, quell'inverno,
Senzaria, Senz'aria,
dallestate dall'estate
duomo d'uomo
linnamorato l'innamorato
dimbecille! d'imbecille!
lumidaccio l'umidaccio
dAdelaide. d'Adelaide.
lombrello l'ombrello
centri c'entri
dAquila d'Aquila
dAdelaide d'Adelaide
Unamica Un'amica
allamica all'amica
dellamica. dell'amica.
quellombra, quell'ombra,
lanticipazione… l'anticipazione…
limpegno! l'impegno!
sagitò s'agitò
ladagiò l'adagiò
tacconci t'acconci
lesasperazione; l'esasperazione;
Marrabatto M'arrabatto
allinvito, all'invito,
queglirsuti quegl'irsuti
Allerta, All'erta,
Allerta All'erta
linvolto. l'involto.
doffenderla. d'offenderla.
Ventanni Vent'anni
dellaltra. dell'altra.
allArte; all'Arte;
saspettava, s'aspettava,
Quellusurajo Quell'usurajo
allira all'ira
dopera. d'opera.
duovo; d'uovo;
dacquedotti d'acquedotti
lorgoglio l'orgoglio
dallanima, dall'anima,
daccompagnatori… d'accompagnatori…
larginatura; l'arginatura;
quellarnese quell'arnese
nellacqua, nell'acqua,
Linutilità L'inutilità
lerba. l'erba.
nellacqua. nell'acqua.
limminente l'imminente
damore? d'amore?
quellesitazione quell'esitazione
quellarresto quell'arresto
dellordegno dell'ordegno
sabbrancò s'abbrancò
lincanto l'incanto
nellorrore nell'orrore
quellignota quell'ignota
vinquieta. v'inquieta.
quellarmadio quell'armadio
mezzaria? mezz'aria?
mintendi; m'intendi;
quelluno, quell'uno,
mispirano m'ispirano
cilludiamo c'illudiamo
unabitudine; un'abitudine;
sindurisca s'indurisca
denorme, d'enorme,
dinaudito, d'inaudito,
sinfronzolano s'infronzolano
glinfermi. gl'infermi.
nandavo. n'andavo.
nandavo n'andavo
quellimbecille. quell'imbecille.
lammiravo l'ammiravo
Allurto, All'urto,
lardore l'ardore
bellidea bell'idea
sotturano. s'otturano.
mimmagino m'immagino
tinteressano t'interessano
lopinione, l'opinione,
tammiravo, t'ammiravo,
Tammiravo T'ammiravo
tarrabbiavi t'arrabbiavi
mingiuriavi m'ingiuriavi
sio s'io
nellozio nell'ozio
leravamo l'eravamo
(alletà (all'età
dabbasso d'abbasso
dingrato! d'ingrato!
maffrettai m'affrettai
dabbasso, d'abbasso,
mapprendre m'apprendre
Lora L'ora
dudire d'udire
quellarrangolío quell'arrangolío
laffermazione, l'affermazione,
lautore. l'autore.
tuttuno? tutt'uno?
dallagente dall'agente
minvoglia m'invoglia
dellunico dell'unico
lavvenire: l'avvenire:
litaliano… l'italiano…
daprire d'aprire
dombra. d'ombra.
nandresti n'andresti
limmagino! l'immagino!
Lintima L'intima
Dallaltro Dall'altro
laddietro l'addietro
dillusione d'illusione
dajuto d'ajuto
lentratina l'entratina
duomo! d'uomo!
dalzarmi d'alzarmi
senzaltro: senz'altro:
minterruppe, m'interruppe,
dellottima dell'ottima
mintenderà… m'intenderà…
dattendere, d'attendere,
dellamico… dell'amico…
sincomodi! s'incomodi!
lorologio… l'orologio…
timmischiare! t'immischiare!
listinto l'istinto
Lorso L'orso
sostinano s'ostinano
lillusione. l'illusione.
lintendono. l'intendono.
desercitazione d'esercitazione
simpuntarono s'impuntarono
taspetta…» t'aspetta…»
labitudine, l'abitudine,
duscita. d'uscita.
Neanchio, Neanch'io,
dovabbia dov'abbia
milanni, mil'anni,
milanni mil'anni
dellesistenza dell'esistenza
nellagile nell'agile
glimpicci gl'impicci
Lavrei L'avrei
dallestetica! dall'estetica!
luomo. l'uomo.
quellinsetto quell'insetto
luomo…. l'uomo….
lumido l'umido
tabbia t'abbia
lentrata, l'entrata,
dalberi, d'alberi,
allincontro all'incontro
sessantanni. sessant'anni.
unumile un'umile
Limmagine L'immagine
moccupa m'occupa
questinterruzione quest'interruzione
daccordarmi d'accordarmi
senzessere senz'essere
savvantaggiava s'avvantaggiava
senzabbassamento senz'abbassamento
linviarti l'inviarti
DUN D'UN
Maccade M'accade
simpunti s'impunti
mingegno m'ingegno
simpongono s'impongono
soscura s'oscura
ludienza, l'udienza,
delementi d'elementi
lavvenire; l'avvenire;
nellavvenire nell'avvenire
allautore all'autore
anchessi. anch'essi.
mappartiene. m'appartiene.
dudienza, d'udienza,
questattività quest'attività
allimmortalità all'immortalità
dartifizio d'artifizio
quelloca quell'oca
allopera, all'opera,
allimmortalità? all'immortalità?
chElla ch'Ella
sarrampicarono s'arrampicarono
saggirava s'aggirava
limmondizia l'immondizia
sinchinava s'inchinava
allimprovviso! all'improvviso!
allacqua; all'acqua;
nandò: n'andò:
Sabbacchiava S'abbacchiava
laja l'aja
dallumido, dall'umido,
allimprovviso. all'improvviso.
dellamore. dell'amore.
Tuttintorno, Tutt'intorno,
nellampio nell'ampio
dellorizzonte, dell'orizzonte,
lombrellaccio l'ombrellaccio
lomero. l'omero.
malannata: mal'annata:
lorzo, l'orzo,
sincontrava s'incontrava
lacciottolato l'acciottolato
lorma l'orma
comarso com'arso
Labbiamo L'abbiamo
tavvilire! t'avvilire!
lattirò l'attirò
vabbia v'abbia
sattaccava s'attaccava
laffanno l'affanno
lorecchio: l'orecchio:
un un'
glirritava gl'irritava
LERESIA L'ERESIA
delleresia dell'eresia
Laltro, L'altro,
dintenderlo. d'intenderlo.
lEresia l'Eresia
lindegno l'indegno
dallUniversità dall'Università
nellindole nell'indole
doltralpe d'oltralpe
doltremare d'oltremare
dallestro dall'estro
quellesercito quell'esercito
dinnumerevoli d'innumerevoli
quantaltro quant'altro
Gennarie Gennarie'
dellUniversità, dell'Università,
quellinferno, quell'inferno,
allultima, all'ultima,
Laula L'aula
quellaula, quell'aula,
lorigine, l'origine,
lessenza l'essenza
limportanza l'importanza
quellargomento, quell'argomento,
unora: un'ora:
daccingervisi, d'accingervisi,
dincorporarlo d'incorporarlo
allamor all'amor
dellannata. dell'annata.
dombrello, d'ombrello,
sasciugò s'asciugò
dintravedere d'intravedere
Nellaula Nell'aula
dallAteneo dall'Ateneo
lamato l'amato
nelluscir nell'uscir
luditorio l'uditorio
dallaula dall'aula
dallemozione dall'emozione
dellaula, dell'aula,
nellinvitarmi nell'invitarmi
dinfaticabile d'infaticabile
duomo, d'uomo,
quellarticolo quell'articolo
sajutava s'ajutava
uneternità un'eternità
losso l'osso
lautomobile. l'automobile.
lautomobile, l'automobile,
cera; c'era;
neanchio. neanch'io.
mentrio, mentr'io,
chocchio ch'occhio
laccoglienza l'accoglienza
domaccione d'omaccione
lingegno l'ingegno
minsegni. m'insegni.
lignoranza l'ignoranza
lilluminazione l'illuminazione
duve d'uve
bravuomo, brav'uomo,
minterrompeva m'interrompeva
dumido, d'umido,
dallaria, dall'aria,
unaula un'aula
lAnsatti l'Ansatti
lordine, l'ordine,
dillustri d'illustri
Lordine L'ordine
desaminarlo d'esaminarlo
dellilluminazione. dell'illuminazione.
dallimpostatura dall'impostatura
lacquisto l'acquisto
dellesercizio; dell'esercizio;
linsufficienza l'insufficienza
levidente l'evidente
dellaccollatario, dell'accollatario,
aglimpianti agl'impianti
desecuzione d'esecuzione
lAlta l'Alta
delloratore, dell'oratore,
dirta, d'irta,
sagitava, s'agitava,
glimpianti gl'impianti
minfiammo m'infiammo
lillustre l'illustre
dellossigeno dell'ossigeno
dellindustria, dell'industria,
lossigeno l'ossigeno
Mentregli Mentr'egli
LAnsatti L'Ansatti
dinferiorità d'inferiorità
nellindustria nell'industria
dissio diss'io
dossigeno d'ossigeno
dilluminazione d'illuminazione
lapplicazione l'applicazione
glinni gl'inni
lascesa l'ascesa
lambiziosa l'ambiziosa
dalimento, d'alimento,
Laspettazione L'aspettazione
dinterpretare d'interpretare
Allangolo All'angolo
malannate, mal'annate,
dagrumi. d'agrumi.
Quandera Quand'era
dellEroe dell'Eroe
alluncinetto. all'uncinetto.
questabitudine quest'abitudine
Daltro D'altro
quellintrighetto quell'intrighetto
dospitarli d'ospitarli
dinterromperla d'interromperla
uningollatina, un'ingollatina,
daria! d'aria!
Allaria All'aria
navvaleva n'avvaleva
simmerse s'immerse
dammissione d'ammissione
lintento l'intento
labbonamento l'abbonamento
lilluminazione, l'illuminazione,
savventava s'avventava
senzordine senz'ordine
dapplausi). d'applausi).
anch anch'
Limpresa L'impresa
lindipendenza l'indipendenza
dellUmanità! dell'Umanità!
lepopea l'epopea
allonore all'onore
allunanimità all'unanimità
dammissione. d'ammissione.
nellEllade nell'Ellade
leroico l'eroico
allappello, all'appello,
darme d'arme
dallindegna dall'indegna
nellinqualificabile nell'inqualificabile
darmi d'armi
dindossare d'indossare
sappressò; s'appressò;
maccompagnai m'accompagnai
chio… ch'io…
nandremo n'andremo
Va… Va'…
lasinello, l'asinello,
allasinello, all'asinello,
dentusiasmo d'entusiasmo
glieluccidevano. gliel'uccidevano.
uneternità! un'eternità!
Dellonore Dell'onore
naccorgeva. n'accorgeva.
sallogò s'allogò
uninfilata un'infilata
sinsinuò s'insinuò
dellinverosimile dell'inverosimile
Sinsinuò, S'insinuò,
desclamare d'esclamare
linnocenza l'innocenza
singinocchiò s'inginocchiò
(chera (ch'era
sostinava s'ostinava
dentrar d'entrar
bellinchino, bell'inchino,
quellinchino quell'inchino
labbaío l'abbaío
dimpedire d'impedire
sabbattesse s'abbattesse
lesaltazione l'esaltazione
langusta l'angusta
sullaltare, sull'altare,
dellombra dell'ombra
dincenso. d'incenso.
dallaltare dall'altare
dangelo d'angelo
dincenso d'incenso
certombra cert'ombra
Quellombra, Quell'ombra,
allaccorgimento all'accorgimento
luna. l'una.
dellacquirente. dell'acquirente.
unurna un'urna
lesultanza l'esultanza
dallurna dall'urna
nellurna nell'urna
allurna all'urna
desultanza d'esultanza
dadirarsi d'adirarsi
navesse n'avesse
unaltraria. un'altr'aria.
despedienti d'espedienti
dipoteche. d'ipoteche.
anchio? anch'io?
lunica, l'unica,
allorecchio: all'orecchio:
lespressa l'espressa
laccompagnamento l'accompagnamento
luso: l'uso:
allaccompagnamento all'accompagnamento
singannò. s'ingannò.
naccorse. n'accorse.
savanzarono s'avanzarono
dincudine d'incudine
destate? d'estate?
sinquieta s'inquieta
dinverno. d'inverno.
davventori d'avventori
dalletà: dall'età:
sottesso, sott'esso,
savventavano s'avventavano
lingenuità l'ingenuità
dapplausi d'applausi
dallinterno dall'interno
centriamo. c'entriamo.
napprofitta. n'approfitta.
lospedale l'ospedale
SantAntonio. Sant'Antonio.
doffrirsi d'offrirsi
lesilio, l'esilio,
linterprete l'interprete
dimpiccarmi d'impiccarmi
dellaltipiano dell'altipiano
Quellodore Quell'odore
lafrore l'afrore
dalghe d'alghe
lalbero, l'albero,
simpiantavano s'impiantavano
allanca all'anca
limbarco. l'imbarco.
dalbagio d'albagio
allaspetto all'aspetto
sasciugavano s'asciugavano
dellHammerfest. dell'Hammerfest.
quelluno quell'uno
bravuomo». brav'uomo».
unora. un'ora.
lampio l'ampio
quellabbigliamento quell'abbigliamento
chaccenni ch'accenni
Linfermo L'infermo
dellinfermo dell'infermo
loccorrente. l'occorrente.
dellHammerfest dell'Hammerfest
Larso L'arso
dimpero, d'impero,
unuggia un'uggia
dacconciarsi. d'acconciarsi.
dellinfermo, dell'infermo,
Glindicava Gl'indicava
limpegno l'impegno
dattenuare d'attenuare
quellabbandonato! quell'abbandonato!
nandiamo! n'andiamo!
dindefiniti d'indefiniti
dintendere; d'intendere;
lHammerfest l'Hammerfest
nellindefinito, nell'indefinito,
silarò s'ilarò
dindovinare. d'indovinare.
quellatteggiamento, quell'atteggiamento,
lospitava? l'ospitava?
senzaspettare senz'aspettare
dallHammerfest dall'Hammerfest
quellamore quell'amore
desercitare! d'esercitare!
nellincertezza nell'incertezza
dellaltra? dell'altra?
allArsenale all'Arsenale
linglese l'inglese
dellHammerfest, dell'Hammerfest,
dallAmerica, dall'America,
nellattesa, nell'attesa,
tuttuno. tutt'uno.
Larso, L'arso,
dellesca, dell'esca,
lamo l'amo
Lamo L'amo
Quellaria Quell'aria
laspro l'aspro
daguzzi d'aguzzi
allesclamazione, all'esclamazione,
Anchegli, Anch'egli,
quellingrato. quell'ingrato.
lesclamazione l'esclamazione
lirosa l'irosa
laspettava, l'aspettava,
ma m'a
Cest C'est
nellimpaccio nell'impaccio
dellamorosa dell'amorosa
dapprendre d'apprendre
sabbassavano s'abbassavano
dopprimente d'opprimente
lHammerfest? l'Hammerfest?
ditaliano d'italiano
Lavrebbero L'avrebbero
nellaria, nell'aria,
LHammerfest, L'Hammerfest,
dallAmerica dall'America
contrordine contr'ordine
nellIndia nell'India
dossa, d'ossa,
po? po'?
durtare d'urtare
Larso! L'arso!
nellinsegnare nell'insegnare
laltipiano, l'altipiano,
savviliva s'avviliva
laccordargli l'accordargli
nelloccasione nell'occasione
dorecchini d'orecchini
limpetuosa l'impetuosa
Quelloretta Quell'oretta
quelloggetto quell'oggetto
quellallegria quell'allegria
dimmaginare d'immaginare
quellomaccio quell'omaccio
dolivi, d'olivi,
desclamare: d'esclamare:
dIndia. d'India.
labbracciava, l'abbracciava,
dorrore, d'orrore,
mincontrassi m'incontrassi
Saccorse S'accorse
desistenza d'esistenza
laffetto, l'affetto,
lintimità l'intimità
quellesilio quell'esilio
Questè Quest'è
dindovinare d'indovinare
sarrabbiò: s'arrabbiò:
derbaggi d'erbaggi
Lequilibrio, L'equilibrio,
lequilibrio l'equilibrio
dAgostino! d'Agostino!
langioletto l'angioletto
sacconciava s'acconciava
nha n'ha
desilio, d'esilio,
quellesseruccio, quell'esseruccio,
Quandanche, Quand'anche,
quandanche, quand'anche,
lavventura. l'avventura.
vintenderete. v'intenderete.
allagenzia all'agenzia
mo? mo'?
dellagenzia dell'agenzia
allagenzia; all'agenzia;
damarezza d'amarezza
limbarco l'imbarco
LHammerfest! L'Hammerfest!
lHammerfest! l'Hammerfest!
lavviso, l'avviso,
lavviso l'avviso
lHammerfest, l'Hammerfest,
allabbandonato; all'abbandonato;
nellarrivo nell'arrivo
davorio, d'avorio,
saffilavano s'affilavano
linfermità l'infermità
laustera l'austera
quattrore, quattr'ore,
sottesso sott'esso
dabbandonare d'abbandonare
allorecchio. all'orecchio.
davvilimento, d'avvilimento,
quellofferta quell'offerta
senzajuto senz'ajuto
dafferrare d'afferrare
quellabiezione quell'abiezione
lincomprensione l'incomprensione
lattenzione. l'attenzione.
dangoscia, d'angoscia,
allaltare. all'altare.
quellaltare quell'altare
dovessa dov'essa
Dallampia Dall'ampia
savvedessero s'avvedessero
Nellaprire Nell'aprire
larmadio, l'armadio,
laspettava; l'aspettava;
nebbe n'ebbe
dantichi d'antichi
dallabbigliamento dall'abbigliamento
nellinnamorarsi nell'innamorarsi
limpassibilità l'impassibilità
dellarmadio? dell'armadio?
lelemosina l'elemosina
simpose s'impose
limpose l'impose
quellinterno quell'interno
dallimmagine dall'immagine
allamante all'amante
limmagine, l'immagine,
quelluomo; quell'uomo;
dirrequieta d'irrequieta
allimmagine. all'immagine.
lavaro. l'avaro.
daugurii d'augurii
saffollava s'affollava
dellImmacolatella dell'Immacolatella
o 'o
dindurla d'indurla
Lampio L'ampio
dellalberatura, dell'alberatura,
letà, l'età,
doffrirglielo d'offrirglielo
damore, d'amore,
dellocchio; dell'occhio;
sallontanò s'allontanò
dassoluta d'assoluta
unombra; un'ombra;
sassopí; s'assopí;
saddormentarono. s'addormentarono.
dellorologio dell'orologio
dellocchio dell'occhio
nellallontanarsi nell'allontanarsi
dindifferenza, d'indifferenza,
dodio. d'odio.
sallargava s'allargava
allapprodo all'approdo
sormeggiò s'ormeggiò
docchi; d'occhi;
senzaccorgersene? senz'accorgersene?
quandella, quand'ella,
dalbergo, d'albergo,
dallabisso, dall'abisso,
saccorgesse s'accorgesse
senzessersi senz'essersi
sapre. s'apre.
Bellassistenza Bell'assistenza
dellavventore, dell'avventore,
daspettare; d'aspettare;
allentrata all'entrata
allentrata, all'entrata,
domone d'omone
glinvade gl'invade
allantica all'antica
dasfissia… d'asfissia…
dindignazione. d'indignazione.
lavventore l'avventore
Lelmo L'elmo
daddormentarsi, d'addormentarsi,
lavventore; l'avventore;
lossigeno, l'ossigeno,
dossigeno, d'ossigeno,
dellUdienza dell'Udienza
Lavventore L'avventore
napprofitto; n'approfitto;
dottenere d'ottenere
granduomo, grand'uomo,
sincuriosisce s'incuriosisce
dimbattersi; d'imbattersi;
saffanna s'affanna
lentrata; l'entrata;
glinquilini. gl'inquilini.
dossigeno: d'ossigeno:
saccomodi, s'accomodi,
nellattigua nell'attigua
dallospedale dall'ospedale
lerede. l'erede.
linconcludente l'inconcludente
glinfonde gl'infonde
lamore? l'amore?
Lamore: L'amore:
limmagino l'immagino
debano d'ebano
dinnocenza d'innocenza
saccasciò, s'accasciò,
dincredulità d'incredulità
lepilogo l'epilogo
Bellavvertimento! Bell'avvertimento!
glingombravano gl'ingombravano
silluse s'illuse
dordinamento. d'ordinamento.
dusi d'usi
damena d'amena
sallargasse s'allargasse
sarrestasse s'arrestasse
dali, d'ali,
sinteriva s'interiva
lesse, l'esse,
simmaginava s'immaginava
terzultimo terz'ultimo
sirritava s'irritava
Mimporta M'importa
Luna L'una
l«intervista» l'«intervista»
glinvidiava gl'invidiava
unacca un'acca
ditaliano. d'italiano.
saccorgono s'accorgono
Lindustria L'industria
dinforcarsi d'inforcarsi
lo. l'o.
quandera, quand'era,
dingegno d'ingegno
lànsito l'ànsito
glindicava, gl'indicava,
sajuta s'ajuta
unopinione, un'opinione,
dallungargli d'allungargli
desporre d'esporre
sadirò s'adirò
danime, d'anime,
nelladempimento nell'adempimento
simpappinò, s'impappinò,
dindicibile d'indicibile
Mezzora Mezz'ora
dintelletto d'intelletto
allamore? all'amore?
DELLUOMO DELL'UOMO
lincoscienza l'incoscienza
nellassassinio. nell'assassinio.
sappostano, s'appostano,
quandha quand'ha
dallesplicito dall'esplicito
questassassinio quest'assassinio
dottobre d'ottobre
lispido l'ispido
unanca un'anca
quellomino quell'omino
unostinazione un'ostinazione
doverano dov'erano
dellimpalcatura dell'impalcatura
dimpiegati d'impiegati
naccorgerà n'accorgerà
delemosina d'elemosina
Questozio Quest'ozio
questozio quest'ozio
glistinti. gl'istinti.
unuggia, un'uggia,
uninsofferenza un'insofferenza
sullacciottolato sull'acciottolato
lottavo l'ottavo
lirritazione, l'irritazione,
Luomo. L'uomo.
SantAgnese Sant'Agnese
dellAniene. dell'Aniene.
dinsalata d'insalata
SantElena. Sant'Elena.
SantElena Sant'Elena
dElba. d'Elba.
dElba, d'Elba,
lessere l'essere
detà d'età
allaperto; all'aperto;
dalcuno; d'alcuno;
nellacconciatura nell'acconciatura
dallimprovvisa, dall'improvvisa,
Lonta L'onta
dinsegnante d'insegnante
dattorno. d'attorno.
nellinsegnamento nell'insegnamento
Doverano Dov'erano
Nientaltro? Nient'altro?
Dallultima Dall'ultima
nientaltro. nient'altro.
Laspetto. L'aspetto.
quellarredo, quell'arredo,
saccorgeva, s'accorgeva,
labito? l'abito?
sagitava s'agitava
dandarli d'andarli
allufficio, all'ufficio,
allorario all'orario
allunico all'unico
dumiliazione. d'umiliazione.
lorrore, l'orrore,
lorto. l'orto.
dellortolano, dell'ortolano,
leleganza, l'eleganza,
dindispettirla d'indispettirla
dellassenza dell'assenza
lesenzione l'esenzione
allUniversità. all'Università.
quellossuto quell'ossuto
dallevare d'allevare
quellallattamento quell'allattamento
saddormentava s'addormentava
dellesito dell'esito
lonta… l'onta…
dellimpeto dell'impeto
lonta, l'onta,
laffetto… l'affetto…
lorologino l'orologino
lorologino, l'orologino,
LALTRO L'ALTRO
Cè. C'è.
lavvertiva l'avvertiva
dalluscio; dall'uscio;
demigranti d'emigranti
lAmerica. l'America.
Sio S'io
senzajuto? senz'ajuto?
malocchio, mal'occhio,
daddosso, d'addosso,
mentrera mentr'era
questinfamaccia quest'infamaccia
quellinfamaccia quell'infamaccia
vaccompagno. v'accompagno.
savvolse s'avvolse
nellaprirlo, nell'aprirlo,
dammazzarla d'ammazzarla
dinterromperlo: d'interromperlo:
saffligge s'affligge
sillude. s'illude.
dallaffabilità dall'affabilità
lultimo, l'ultimo,
saccigliò s'accigliò
laltipiano; l'altipiano;
sinvaporava s'invaporava
dunombra d'un'ombra
dabbandono. d'abbandono.
dantico d'antico
Cè, C'è,
dallattare d'allattare
questonta quest'onta
lospitalità l'ospitalità
subriacavano, s'ubriacavano,
vha v'ha
Nho N'ho
Nha N'ha
Centra, C'entra,
(santanima!) (sant'anima!)
sentrava s'entrava
maprirono. m'aprirono.
duomini… d'uomini…
queglimpicci quegl'impicci
questaltro… quest'altro…
Alluscita, All'uscita,
quellarte quell'arte
nellinvoltare nell'involtare
linvolto, l'involto,
dincartarlo… d'incartarlo…
unidea. un'idea.
